path,language,start,end,word
datasets\Corpus\adult\audio\test_split\AD22092.wav,hi,6.215,6.759,अच्छी
datasets\Corpus\adult\audio\test_split\AD22092.wav,hi,6.779,7.04,है
datasets\Corpus\adult\audio\test_split\AD22093.wav,hi,0.0,0.143,वो
datasets\Corpus\adult\audio\test_split\AD22093.wav,hi,0.163,0.367,विचारा
datasets\Corpus\adult\audio\test_split\AD22093.wav,hi,0.388,0.674,साटिस्पाइड
datasets\Corpus\adult\audio\test_split\AD22093.wav,hi,0.694,0.919,अपनी
datasets\Corpus\adult\audio\test_split\AD22093.wav,hi,0.939,1.327,लाइफ
datasets\Corpus\adult\audio\test_split\AD22093.wav,hi,1.388,2.0,से
datasets\Corpus\adult\audio\test_split\AD22093.wav,hi,1.98,2.451,खुश
datasets\Corpus\adult\audio\test_split\AD22093.wav,hi,2.473,2.601,है
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,0.0,0.404,सुन्दर
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,0.424,0.566,जैसा
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,0.586,0.748,लग
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,0.768,0.91,रहा
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,0.93,1.031,है
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,1.051,1.132,तारक
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,1.172,1.314,में
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,1.334,1.455,तक
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,1.516,1.738,उल्टा
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,1.758,1.92,चेश्मा
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,1.961,2.041,में
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,2.062,2.243,एक
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,2.264,2.607,सुन्दर
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,2.628,2.809,होता
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,2.83,2.931,था
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,2.951,3.153,उसकी
datasets\Corpus\adult\audio\test_split\AD22096.wav,hi,3.173,3.84,जैसा
datasets\Corpus\adult\audio\test_split\AD22099.wav,other,0.0,0.341,"Ну,"
datasets\Corpus\adult\audio\test_split\AD22099.wav,other,0.363,0.661,коммент.
datasets\Corpus\adult\audio\test_split\AD22104.wav,en,0.0,0.311,Thank
datasets\Corpus\adult\audio\test_split\AD22104.wav,en,0.333,0.422,you.
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,0.0,0.511,What's
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,0.613,0.716,so
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,0.736,1.084,special
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,1.124,1.329,about
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,1.39,1.513,the
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,1.574,1.86,place?
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,2.04,2.203,Would
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,2.223,2.304,you
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,2.345,2.487,like
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,2.548,2.609,to
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,2.649,2.974,recommend
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,3.015,3.32,something
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,3.401,3.543,from
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,3.604,3.726,your
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,3.787,4.071,place
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,4.132,4.356,to
datasets\Corpus\adult\audio\test_split\AD23008.wav,en,4.397,4.64,everyone?
datasets\Corpus\adult\audio\test_split\AD23017.wav,en,0.0,0.284,is
datasets\Corpus\adult\audio\test_split\AD23017.wav,en,0.345,0.528,your
datasets\Corpus\adult\audio\test_split\AD23017.wav,en,0.569,1.076,favorite
datasets\Corpus\adult\audio\test_split\AD23017.wav,en,1.137,1.665,destination
datasets\Corpus\adult\audio\test_split\AD23017.wav,en,1.746,1.929,for
datasets\Corpus\adult\audio\test_split\AD23017.wav,en,1.97,2.66,holidays
datasets\Corpus\adult\audio\test_split\AD23025.wav,hi,0.0,0.243,और
datasets\Corpus\adult\audio\test_split\AD23025.wav,hi,0.263,0.466,उनकी
datasets\Corpus\adult\audio\test_split\AD23025.wav,hi,0.507,0.851,फ्रेंडशिप
datasets\Corpus\adult\audio\test_split\AD23025.wav,hi,0.871,1.074,बिलकुल
datasets\Corpus\adult\audio\test_split\AD23025.wav,hi,1.094,2.29,चुटकीयों
datasets\Corpus\adult\audio\test_split\AD23025.wav,hi,2.31,2.573,की
datasets\Corpus\adult\audio\test_split\AD23025.wav,hi,2.614,2.756,तरह
datasets\Corpus\adult\audio\test_split\AD23025.wav,hi,2.776,3.1,थी
datasets\Corpus\adult\audio\test_split\AD23035.wav,other,0.0,0.348,جب
datasets\Corpus\adult\audio\test_split\AD23035.wav,other,0.389,0.676,وہ
datasets\Corpus\adult\audio\test_split\AD23035.wav,other,0.697,1.086,گفہ
datasets\Corpus\adult\audio\test_split\AD23035.wav,other,1.106,1.352,تک
datasets\Corpus\adult\audio\test_split\AD23035.wav,other,1.373,1.619,پہنچ
datasets\Corpus\adult\audio\test_split\AD23035.wav,other,1.639,1.7,گئے
datasets\Corpus\adult\audio\test_split\AD23035.wav,other,1.68,2.187,انہوں
datasets\Corpus\adult\audio\test_split\AD23035.wav,other,2.208,2.37,نے
datasets\Corpus\adult\audio\test_split\AD23035.wav,other,2.39,2.776,گفہ
datasets\Corpus\adult\audio\test_split\AD23035.wav,other,2.796,2.979,سے
datasets\Corpus\adult\audio\test_split\AD23035.wav,other,2.999,3.161,ایک
datasets\Corpus\adult\audio\test_split\AD23035.wav,other,3.243,3.486,عجیب
datasets\Corpus\adult\audio\test_split\AD23035.wav,other,3.527,3.872,سی
datasets\Corpus\adult\audio\test_split\AD23035.wav,other,3.892,4.176,آواز
datasets\Corpus\adult\audio\test_split\AD23035.wav,other,4.196,4.46,آئی
datasets\Corpus\adult\audio\test_split\AD23036.wav,en,0.0,0.657,Welcome
datasets\Corpus\adult\audio\test_split\AD23036.wav,en,0.739,1.129,Chintu
datasets\Corpus\adult\audio\test_split\AD23036.wav,en,1.149,1.252,and
datasets\Corpus\adult\audio\test_split\AD23036.wav,en,1.314,1.581,Raju
datasets\Corpus\adult\audio\test_split\AD23037.wav,hi,0.0,0.473,हूँ
datasets\Corpus\adult\audio\test_split\AD23037.wav,hi,0.493,0.884,गुफा
datasets\Corpus\adult\audio\test_split\AD23037.wav,hi,0.904,1.089,का
datasets\Corpus\adult\audio\test_split\AD23037.wav,hi,1.13,1.521,गार्डियन
datasets\Corpus\adult\audio\test_split\AD23042.wav,hi,0.0,0.507,निभाना
datasets\Corpus\adult\audio\test_split\AD23042.wav,hi,0.528,0.67,और
datasets\Corpus\adult\audio\test_split\AD23042.wav,hi,0.69,0.873,एक
datasets\Corpus\adult\audio\test_split\AD23042.wav,hi,0.893,1.136,दूसरे
datasets\Corpus\adult\audio\test_split\AD23042.wav,hi,1.157,1.684,की
datasets\Corpus\adult\audio\test_split\AD23042.wav,hi,1.705,1.765,मदद
datasets\Corpus\adult\audio\test_split\AD23042.wav,hi,1.968,2.8,करना
datasets\Corpus\adult\audio\test_split\AD23044.wav,hi,0.0,0.424,जो
datasets\Corpus\adult\audio\test_split\AD23044.wav,hi,0.465,0.95,दोस्ती
datasets\Corpus\adult\audio\test_split\AD23044.wav,hi,0.97,1.212,"में,"
datasets\Corpus\adult\audio\test_split\AD23044.wav,hi,1.334,1.697,प्यार
datasets\Corpus\adult\audio\test_split\AD23044.wav,hi,1.718,1.92,में
datasets\Corpus\adult\audio\test_split\AD23044.wav,hi,1.94,2.203,और
datasets\Corpus\adult\audio\test_split\AD23044.wav,hi,2.223,2.627,साथ
datasets\Corpus\adult\audio\test_split\AD23044.wav,hi,2.667,2.849,में
datasets\Corpus\adult\audio\test_split\AD23044.wav,hi,2.87,3.314,हमेशा
datasets\Corpus\adult\audio\test_split\AD23044.wav,hi,3.334,3.476,रहते
datasets\Corpus\adult\audio\test_split\AD23044.wav,hi,3.496,3.9,हैं
datasets\Corpus\adult\audio\test_split\AD23048.wav,hi,0.0,0.709,दोस्ती
datasets\Corpus\adult\audio\test_split\AD23048.wav,hi,0.729,1.114,और
datasets\Corpus\adult\audio\test_split\AD23048.wav,hi,1.277,1.601,साथ
datasets\Corpus\adult\audio\test_split\AD23048.wav,hi,1.641,1.844,में
datasets\Corpus\adult\audio\test_split\AD23048.wav,hi,1.864,2.107,रहना
datasets\Corpus\adult\audio\test_split\AD23048.wav,hi,2.128,2.31,ही
datasets\Corpus\adult\audio\test_split\AD23048.wav,hi,2.33,2.614,असली
datasets\Corpus\adult\audio\test_split\AD23048.wav,hi,2.634,2.817,खुशी
datasets\Corpus\adult\audio\test_split\AD23048.wav,hi,2.837,3.1,है
datasets\Corpus\adult\audio\test_split\AD23050.wav,hi,0.0,0.406,और
datasets\Corpus\adult\audio\test_split\AD23050.wav,hi,0.427,1.117,दोस्ती
datasets\Corpus\adult\audio\test_split\AD23050.wav,hi,1.137,1.686,को
datasets\Corpus\adult\audio\test_split\AD23050.wav,hi,1.706,2.194,हमेशा
datasets\Corpus\adult\audio\test_split\AD23050.wav,hi,2.255,2.62,समझो
datasets\Corpus\adult\audio\test_split\AD23050.wav,hi,2.6,3.321,अलविदा
datasets\Corpus\adult\audio\test_split\AD23060.wav,en,0.0,0.326,filled
datasets\Corpus\adult\audio\test_split\AD23060.wav,en,0.366,0.509,with
datasets\Corpus\adult\audio\test_split\AD23060.wav,en,0.529,0.651,the
datasets\Corpus\adult\audio\test_split\AD23060.wav,en,0.692,1.262,mysterious
datasets\Corpus\adult\audio\test_split\AD23060.wav,en,1.344,1.791,symbols
datasets\Corpus\adult\audio\test_split\AD23060.wav,en,2.097,2.3,and
datasets\Corpus\adult\audio\test_split\AD23065.wav,en,0.0,0.489,after
datasets\Corpus\adult\audio\test_split\AD23065.wav,en,0.509,0.977,searching
datasets\Corpus\adult\audio\test_split\AD23065.wav,en,0.998,1.303,high
datasets\Corpus\adult\audio\test_split\AD23065.wav,en,1.385,1.466,and
datasets\Corpus\adult\audio\test_split\AD23065.wav,en,1.568,1.792,"low,"
datasets\Corpus\adult\audio\test_split\AD23065.wav,hi,1.812,2.26,उन्होंने
datasets\Corpus\adult\audio\test_split\AD23069.wav,en,0.0,0.473,behind
datasets\Corpus\adult\audio\test_split\AD23069.wav,en,0.493,0.514,a
datasets\Corpus\adult\audio\test_split\AD23069.wav,en,0.925,1.171,book
datasets\Corpus\adult\audio\test_split\AD23069.wav,en,1.192,1.521,slip.
datasets\Corpus\adult\audio\test_split\AD23071.wav,hi,0.0,0.668,उन्होंने
datasets\Corpus\adult\audio\test_split\AD23071.wav,hi,0.689,1.053,जंगल
datasets\Corpus\adult\audio\test_split\AD23071.wav,hi,1.114,1.337,के
datasets\Corpus\adult\audio\test_split\AD23071.wav,hi,1.357,1.519,एक
datasets\Corpus\adult\audio\test_split\AD23071.wav,hi,1.539,1.681,अंदर
datasets\Corpus\adult\audio\test_split\AD23071.wav,hi,1.701,1.742,और
datasets\Corpus\adult\audio\test_split\AD23071.wav,hi,1.762,2.046,गहरा
datasets\Corpus\adult\audio\test_split\AD23071.wav,hi,2.086,2.471,प्रवेश
datasets\Corpus\adult\audio\test_split\AD23071.wav,hi,2.491,3.22,किया
datasets\Corpus\adult\audio\test_split\AD23073.wav,hi,0.0,0.434,कई
datasets\Corpus\adult\audio\test_split\AD23073.wav,hi,0.455,0.868,घंटों
datasets\Corpus\adult\audio\test_split\AD23073.wav,hi,0.889,1.241,के
datasets\Corpus\adult\audio\test_split\AD23074.wav,hi,0.0,0.749,अन्वेशन
datasets\Corpus\adult\audio\test_split\AD23074.wav,hi,0.769,0.971,के
datasets\Corpus\adult\audio\test_split\AD23074.wav,hi,0.991,1.335,बाद
datasets\Corpus\adult\audio\test_split\AD23074.wav,hi,1.355,2.387,उन्होंने
datasets\Corpus\adult\audio\test_split\AD23074.wav,hi,2.428,2.549,जंगल
datasets\Corpus\adult\audio\test_split\AD23074.wav,hi,2.569,2.751,के
datasets\Corpus\adult\audio\test_split\AD23074.wav,hi,2.792,3.52,मध्या
datasets\Corpus\adult\audio\test_split\AD23080.wav,en,0.0,0.29,is
datasets\Corpus\adult\audio\test_split\AD23080.wav,en,0.373,0.498,the
datasets\Corpus\adult\audio\test_split\AD23080.wav,en,0.56,1.141,strongest
datasets\Corpus\adult\audio\test_split\AD23081.wav,en,0.0,0.771,magic
datasets\Corpus\adult\audio\test_split\AD23081.wav,en,1.171,1.286,of
datasets\Corpus\adult\audio\test_split\AD23081.wav,en,1.657,2.029,oil
datasets\Corpus\adult\audio\test_split\AD23083.wav,en,0.0,0.288,of
datasets\Corpus\adult\audio\test_split\AD23083.wav,en,0.39,0.514,one
datasets\Corpus\adult\audio\test_split\AD23083.wav,en,0.534,0.801,man
datasets\Corpus\adult\audio\test_split\AD23083.wav,en,0.925,1.521,standing
datasets\Corpus\adult\audio\test_split\AD23086.wav,hi,0.0,0.346,और
datasets\Corpus\adult\audio\test_split\AD23086.wav,hi,0.569,0.793,एक
datasets\Corpus\adult\audio\test_split\AD23086.wav,en,0.813,1.159,image
datasets\Corpus\adult\audio\test_split\AD23086.wav,hi,1.179,1.687,दो
datasets\Corpus\adult\audio\test_split\AD23086.wav,hi,1.708,2.013,बच्चे
datasets\Corpus\adult\audio\test_split\AD23086.wav,hi,2.033,2.399,बैठे
datasets\Corpus\adult\audio\test_split\AD23086.wav,hi,2.419,2.48,हैं
datasets\Corpus\adult\audio\test_split\AD23091.wav,en,0.0,0.331,"Oho,"
datasets\Corpus\adult\audio\test_split\AD23091.wav,en,0.559,1.056,flying
datasets\Corpus\adult\audio\test_split\AD23091.wav,en,1.077,1.181,jet!
datasets\Corpus\adult\audio\test_split\AD25001.wav,hi,0.0,0.347,फेवरेट
datasets\Corpus\adult\audio\test_split\AD25001.wav,hi,0.368,0.94,फेस्टिवल
datasets\Corpus\adult\audio\test_split\AD25001.wav,hi,1.287,1.839,दिपाउली
datasets\Corpus\adult\audio\test_split\AD25001.wav,hi,1.86,1.9,है
datasets\Corpus\adult\audio\test_split\AD25005.wav,en,0.0,0.54,related
datasets\Corpus\adult\audio\test_split\AD25005.wav,en,0.623,0.747,with
datasets\Corpus\adult\audio\test_split\AD25005.wav,en,0.809,1.121,joy
datasets\Corpus\adult\audio\test_split\AD25017.wav,hi,0.0,0.224,इस
datasets\Corpus\adult\audio\test_split\AD25017.wav,hi,0.245,0.49,सीरीज
datasets\Corpus\adult\audio\test_split\AD25017.wav,hi,0.51,0.612,में
datasets\Corpus\adult\audio\test_split\AD25017.wav,hi,0.632,0.836,डायलोग
datasets\Corpus\adult\audio\test_split\AD25017.wav,hi,0.959,1.285,डिलिवरी
datasets\Corpus\adult\audio\test_split\AD25017.wav,hi,1.305,1.489,है
datasets\Corpus\adult\audio\test_split\AD25017.wav,hi,1.509,1.57,और
datasets\Corpus\adult\audio\test_split\AD25017.wav,hi,1.591,1.774,उसका
datasets\Corpus\adult\audio\test_split\AD25017.wav,hi,1.795,2.08,जो
datasets\Corpus\adult\audio\test_split\AD25020.wav,en,0.0,0.817,"family,"
datasets\Corpus\adult\audio\test_split\AD25020.wav,en,0.845,1.521,parents
datasets\Corpus\adult\audio\test_split\AD25020.wav,en,1.746,2.028,and
datasets\Corpus\adult\audio\test_split\AD25022.wav,hi,0.0,0.506,मेरा
datasets\Corpus\adult\audio\test_split\AD25022.wav,hi,0.587,1.357,शाल्यापुर
datasets\Corpus\adult\audio\test_split\AD25022.wav,hi,1.478,2.046,पर
datasets\Corpus\adult\audio\test_split\AD25022.wav,hi,2.43,2.714,प्रतिप्रतारी
datasets\Corpus\adult\audio\test_split\AD25022.wav,hi,2.734,2.815,पर
datasets\Corpus\adult\audio\test_split\AD25022.wav,hi,2.835,3.22,प्रतिप्रतारी
datasets\Corpus\adult\audio\test_split\AD25029.wav,hi,0.0,0.454,और
datasets\Corpus\adult\audio\test_split\AD25029.wav,hi,0.474,0.598,हमारे
datasets\Corpus\adult\audio\test_split\AD25029.wav,hi,0.619,1.341,यहाँ
datasets\Corpus\adult\audio\test_split\AD25034.wav,en,0.0,0.225,I
datasets\Corpus\adult\audio\test_split\AD25034.wav,en,0.266,0.532,like
datasets\Corpus\adult\audio\test_split\AD25034.wav,en,1.104,1.615,vegetarian
datasets\Corpus\adult\audio\test_split\AD25034.wav,en,1.636,1.86,food.
datasets\Corpus\adult\audio\test_split\AD25039.wav,en,0.0,0.378,E
datasets\Corpus\adult\audio\test_split\AD25039.wav,en,0.399,0.841,salto.
datasets\Corpus\adult\audio\test_split\AD25052.wav,hi,0.0,0.366,पर
datasets\Corpus\adult\audio\test_split\AD25052.wav,hi,0.386,0.67,उन्होंने
datasets\Corpus\adult\audio\test_split\AD25052.wav,hi,0.69,0.833,किहमत
datasets\Corpus\adult\audio\test_split\AD25052.wav,hi,0.853,1.198,नहीं
datasets\Corpus\adult\audio\test_split\AD25052.wav,hi,1.218,1.482,आरी
datasets\Corpus\adult\audio\test_split\AD25052.wav,hi,1.503,1.706,जब
datasets\Corpus\adult\audio\test_split\AD25052.wav,hi,1.726,1.828,वो
datasets\Corpus\adult\audio\test_split\AD25052.wav,hi,1.848,2.132,गुफा
datasets\Corpus\adult\audio\test_split\AD25052.wav,hi,2.153,2.356,में
datasets\Corpus\adult\audio\test_split\AD25052.wav,hi,2.376,2.66,पहुँचे
datasets\Corpus\adult\audio\test_split\AD25059.wav,en,0.0,0.343,Slowly
datasets\Corpus\adult\audio\test_split\AD25059.wav,en,0.363,0.484,and
datasets\Corpus\adult\audio\test_split\AD25059.wav,en,0.525,0.928,"steadily,"
datasets\Corpus\adult\audio\test_split\AD25059.wav,en,1.171,1.251,the
datasets\Corpus\adult\audio\test_split\AD25059.wav,en,1.271,1.574,secret
datasets\Corpus\adult\audio\test_split\AD25059.wav,en,1.635,1.715,of
datasets\Corpus\adult\audio\test_split\AD25059.wav,en,1.756,1.998,the
datasets\Corpus\adult\audio\test_split\AD25059.wav,en,2.119,2.381,cave
datasets\Corpus\adult\audio\test_split\AD25059.wav,en,2.624,2.926,began
datasets\Corpus\adult\audio\test_split\AD25059.wav,en,2.967,3.088,to
datasets\Corpus\adult\audio\test_split\AD25059.wav,en,3.189,4.016,unfold
datasets\Corpus\adult\audio\test_split\AD25059.wav,en,4.057,4.299,before
datasets\Corpus\adult\audio\test_split\AD25059.wav,en,4.339,4.46,them.
datasets\Corpus\adult\audio\test_split\AD25073.wav,en,0.0,0.331,While
datasets\Corpus\adult\audio\test_split\AD25073.wav,en,0.372,0.786,exploring
datasets\Corpus\adult\audio\test_split\AD25073.wav,en,0.848,0.931,the
datasets\Corpus\adult\audio\test_split\AD25073.wav,en,1.013,1.241,"attic,"
datasets\Corpus\adult\audio\test_split\AD25078.wav,en,0.0,0.163,the
datasets\Corpus\adult\audio\test_split\AD25078.wav,en,0.183,0.631,symbols
datasets\Corpus\adult\audio\test_split\AD25078.wav,en,0.712,1.018,finally
datasets\Corpus\adult\audio\test_split\AD25078.wav,en,1.079,1.567,translating
datasets\Corpus\adult\audio\test_split\AD25078.wav,en,1.628,1.648,a
datasets\Corpus\adult\audio\test_split\AD25078.wav,en,1.689,2.035,passage
datasets\Corpus\adult\audio\test_split\AD25078.wav,en,2.055,2.34,that
datasets\Corpus\adult\audio\test_split\AD25079.wav,en,0.0,0.368,Spoke
datasets\Corpus\adult\audio\test_split\AD25079.wav,en,0.43,0.491,of
datasets\Corpus\adult\audio\test_split\AD25079.wav,en,0.552,0.777,hidden
datasets\Corpus\adult\audio\test_split\AD25079.wav,en,0.818,1.105,portal
datasets\Corpus\adult\audio\test_split\AD25079.wav,en,1.145,1.227,to
datasets\Corpus\adult\audio\test_split\AD25079.wav,en,1.268,1.35,the
datasets\Corpus\adult\audio\test_split\AD25079.wav,en,1.391,1.677,magic
datasets\Corpus\adult\audio\test_split\AD25079.wav,en,1.698,1.82,world.
datasets\Corpus\adult\audio\test_split\AD25079.wav,en,1.92,2.188,Surah
datasets\Corpus\adult\audio\test_split\AD25079.wav,en,2.209,2.539,Asthanya
datasets\Corpus\adult\audio\test_split\AD25079.wav,en,2.559,2.704,par
datasets\Corpus\adult\audio\test_split\AD25079.wav,en,2.766,2.993,Veer
datasets\Corpus\adult\audio\test_split\AD25079.wav,en,3.013,3.075,or
datasets\Corpus\adult\audio\test_split\AD25079.wav,en,3.137,3.261,Dia.
datasets\Corpus\adult\audio\test_split\AD25083.wav,other,0.0,0.344,ਉੱਨੇ
datasets\Corpus\adult\audio\test_split\AD25083.wav,other,0.526,0.729,ਸਿਟੀ
datasets\Corpus\adult\audio\test_split\AD25083.wav,other,0.749,1.275,ਕੀਨਾਰੇ
datasets\Corpus\adult\audio\test_split\AD25083.wav,other,1.296,1.599,ਏਕ
datasets\Corpus\adult\audio\test_split\AD25083.wav,other,1.62,1.863,ਓਲਡ
datasets\Corpus\adult\audio\test_split\AD25083.wav,other,1.923,2.288,ਅਮੇਡਨਿਟ
datasets\Corpus\adult\audio\test_split\AD25083.wav,other,2.308,2.51,ਹਾੱਸ
datasets\Corpus\adult\audio\test_split\AD25083.wav,other,2.551,2.733,ਕੋਜ
datasets\Corpus\adult\audio\test_split\AD25083.wav,other,2.753,3.32,ਨਿਕਾਲਾ
datasets\Corpus\adult\audio\test_split\AD25085.wav,en,0.0,0.305,They
datasets\Corpus\adult\audio\test_split\AD25085.wav,en,0.366,0.69,explored
datasets\Corpus\adult\audio\test_split\AD25085.wav,en,0.731,0.792,the
datasets\Corpus\adult\audio\test_split\AD25085.wav,en,0.894,0.995,old
datasets\Corpus\adult\audio\test_split\AD25085.wav,en,1.056,1.239,house
datasets\Corpus\adult\audio\test_split\AD25085.wav,en,1.32,1.706,discovering
datasets\Corpus\adult\audio\test_split\AD25085.wav,en,1.746,1.95,hidden
datasets\Corpus\adult\audio\test_split\AD25085.wav,en,2.01,2.335,passage
datasets\Corpus\adult\audio\test_split\AD25085.wav,en,2.376,2.66,beneath.
datasets\Corpus\adult\audio\test_split\AD25091.wav,hi,0.0,0.183,महल
datasets\Corpus\adult\audio\test_split\AD25091.wav,hi,0.204,0.326,के
datasets\Corpus\adult\audio\test_split\AD25091.wav,hi,0.346,0.611,द्वार
datasets\Corpus\adult\audio\test_split\AD25091.wav,hi,0.631,0.875,पर
datasets\Corpus\adult\audio\test_split\AD25091.wav,hi,0.936,1.058,उनका
datasets\Corpus\adult\audio\test_split\AD25091.wav,hi,1.079,1.404,एक
datasets\Corpus\adult\audio\test_split\AD25091.wav,hi,1.506,1.872,पुराना
datasets\Corpus\adult\audio\test_split\AD25091.wav,hi,1.893,2.34,बुद्धिमान
datasets\Corpus\adult\audio\test_split\AD25093.wav,en,0.0,0.226,The
datasets\Corpus\adult\audio\test_split\AD25093.wav,en,0.329,0.76,wizard
datasets\Corpus\adult\audio\test_split\AD25093.wav,en,0.904,1.253,welcomed
datasets\Corpus\adult\audio\test_split\AD25093.wav,en,1.294,1.541,them.
datasets\Corpus\adult\audio\test_split\AD25096.wav,en,0.0,0.226,is
datasets\Corpus\adult\audio\test_split\AD25096.wav,en,0.267,0.349,the
datasets\Corpus\adult\audio\test_split\AD25096.wav,en,0.39,0.841,strongest
datasets\Corpus\adult\audio\test_split\AD25096.wav,en,0.944,1.21,magic
datasets\Corpus\adult\audio\test_split\AD25096.wav,en,1.272,1.333,of
datasets\Corpus\adult\audio\test_split\AD25096.wav,en,1.477,1.621,all.
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,0.0,0.222,इस
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,0.242,0.363,इमेज
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,0.383,0.565,में
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,0.605,0.888,एक
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,0.908,1.19,आदमी
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,1.21,1.432,खड़ा
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,1.453,1.917,हुआ
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,1.937,1.977,है
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,2.542,2.663,और
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,2.804,3.046,एक
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,3.067,3.611,सुनसान
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,3.631,3.752,से
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,3.773,4.055,इलाके
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,4.095,4.196,में
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,4.217,4.499,खड़ा
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,4.519,4.58,हुआ
datasets\Corpus\adult\audio\test_split\AD25097.wav,hi,4.6,4.64,है
datasets\Corpus\adult\audio\test_split\AD25099.wav,hi,0.0,0.265,मुझे
datasets\Corpus\adult\audio\test_split\AD25099.wav,hi,0.286,0.49,लगता
datasets\Corpus\adult\audio\test_split\AD25099.wav,hi,0.51,0.612,है
datasets\Corpus\adult\audio\test_split\AD25099.wav,hi,0.633,0.694,वो
datasets\Corpus\adult\audio\test_split\AD25099.wav,hi,0.714,0.857,अपने
datasets\Corpus\adult\audio\test_split\AD25099.wav,hi,0.898,1.0,घर
datasets\Corpus\adult\audio\test_split\AD25099.wav,hi,1.041,1.143,को
datasets\Corpus\adult\audio\test_split\AD25099.wav,hi,1.163,1.449,बहुत
datasets\Corpus\adult\audio\test_split\AD25099.wav,hi,1.469,1.633,मिस्स
datasets\Corpus\adult\audio\test_split\AD25099.wav,hi,1.673,1.959,करता
datasets\Corpus\adult\audio\test_split\AD25099.wav,hi,1.98,2.02,है
datasets\Corpus\adult\audio\test_split\AD25102.wav,hi,0.0,0.124,इस
datasets\Corpus\adult\audio\test_split\AD25102.wav,en,0.145,0.373,image
datasets\Corpus\adult\audio\test_split\AD25102.wav,hi,0.393,0.559,में
datasets\Corpus\adult\audio\test_split\AD25102.wav,hi,0.58,0.725,दो
datasets\Corpus\adult\audio\test_split\AD25102.wav,hi,0.745,1.118,बच्चे
datasets\Corpus\adult\audio\test_split\AD25102.wav,hi,1.139,1.201,हैं
datasets\Corpus\adult\audio\test_split\AD25103.wav,hi,0.0,0.227,खाना
datasets\Corpus\adult\audio\test_split\AD25103.wav,hi,0.247,0.454,खाने
datasets\Corpus\adult\audio\test_split\AD25103.wav,hi,0.474,0.598,की
datasets\Corpus\adult\audio\test_split\AD25103.wav,hi,0.639,0.928,कोशिश
datasets\Corpus\adult\audio\test_split\AD25103.wav,hi,0.949,1.093,कर
datasets\Corpus\adult\audio\test_split\AD25103.wav,hi,1.114,1.238,रहे
datasets\Corpus\adult\audio\test_split\AD25103.wav,hi,1.258,1.341,हैं
datasets\Corpus\adult\audio\test_split\AD25117.wav,en,0.0,0.446,thing
datasets\Corpus\adult\audio\test_split\AD25117.wav,en,1.034,1.197,that
datasets\Corpus\adult\audio\test_split\AD25117.wav,en,1.845,1.967,he
datasets\Corpus\adult\audio\test_split\AD25117.wav,en,2.008,2.312,wanted
datasets\Corpus\adult\audio\test_split\AD25117.wav,en,2.352,2.555,very
