split,split_index,label,audio_rel_path,source_audio_path,speech_seconds,left_speech_seconds,right_speech_seconds,total_window_seconds
val,173,1,val/173.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.8200000000000003,1.59,1.23,4.0
val,174,1,val/174.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.98,1.45,1.53,4.0
val,175,1,val/175.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.9299999999999997,1.43,1.5,4.0
val,176,1,val/176.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.9699999999999998,1.32,1.65,4.0
val,177,1,val/177.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.96,1.44,1.52,4.0
val,178,1,val/178.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.1,1.74,1.36,4.0
val,179,1,val/179.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.17,1.63,1.54,4.0
val,180,1,val/180.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.8200000000000003,1.54,1.28,4.0
val,181,1,val/181.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.71,1.46,1.25,4.0
val,182,1,val/182.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.17,1.75,1.42,4.0
val,183,1,val/183.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.96,1.46,1.5,4.0
val,184,1,val/184.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.0700000000000003,1.62,1.45,4.0
val,185,1,val/185.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.0,1.47,1.53,4.0
val,186,1,val/186.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.01,1.37,1.64,4.0
val,187,1,val/187.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.71,1.57,1.14,4.0
val,188,1,val/188.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.85,1.53,1.32,4.0
val,189,1,val/189.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.7800000000000002,1.53,1.25,4.0
val,190,1,val/190.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.71,1.29,1.42,4.0
val,191,1,val/191.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.8,1.28,1.52,4.0
val,192,1,val/192.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.6799999999999997,1.44,1.24,4.0
val,193,1,val/193.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.8,1.25,1.55,4.0
val,194,1,val/194.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.8200000000000003,1.2,1.62,4.0
val,195,1,val/195.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.06,1.53,1.53,4.0
val,196,1,val/196.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.0,1.44,1.56,4.0
val,197,1,val/197.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.0999999999999996,1.45,1.65,4.0
val,198,1,val/198.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.07,1.65,1.42,4.0
val,199,1,val/199.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.0599999999999996,1.38,1.68,4.0
val,200,1,val/200.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.81,1.36,1.45,4.0
val,201,1,val/201.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.74,1.29,1.45,4.0
val,202,1,val/202.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.84,1.31,1.53,4.0
val,203,1,val/203.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.96,1.45,1.51,4.0
val,204,1,val/204.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.1100000000000003,1.53,1.58,4.0
val,205,1,val/205.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.1,1.74,1.36,4.0
val,206,1,val/206.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.8200000000000003,1.51,1.31,4.0
val,207,1,val/207.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.98,1.39,1.59,4.0
val,208,1,val/208.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.15,1.65,1.5,4.0
val,209,1,val/209.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.13,1.54,1.59,4.0
val,210,1,val/210.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.22,1.3,0.92,4.0
val,211,1,val/211.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.63,1.18,1.45,4.0
val,212,1,val/212.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.62,1.69,0.93,4.0
val,213,1,val/213.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.58,1.09,1.49,4.0
val,214,1,val/214.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.74,1.18,1.56,4.0
val,215,1,val/215.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.87,1.49,1.38,4.0
val,216,1,val/216.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.45,0.95,1.5,4.0
val,217,1,val/217.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.88,1.62,1.26,4.0
val,218,1,val/218.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.91,1.53,1.38,4.0
val,219,1,val/219.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.84,1.56,1.28,4.0
val,220,1,val/220.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.9400000000000004,1.36,1.58,4.0
val,221,1,val/221.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.9,1.39,1.51,4.0
val,222,1,val/222.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.84,1.41,1.43,4.0
val,223,1,val/223.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.97,1.6,1.37,4.0
val,224,1,val/224.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.87,1.25,1.62,4.0
val,225,1,val/225.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.92,1.64,1.28,4.0
val,226,1,val/226.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.8200000000000003,1.35,1.47,4.0
val,227,1,val/227.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.6500000000000004,1.31,1.34,4.0
val,228,1,val/228.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.87,1.47,1.4,4.0
val,229,1,val/229.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.8,1.42,1.38,4.0
val,230,1,val/230.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.0,1.57,1.43,4.0
val,231,1,val/231.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.45,0.89,1.56,4.0
val,232,1,val/232.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.16,1.5,0.66,4.0
val,233,1,val/233.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.13,1.19,0.94,4.0
val,234,1,val/234.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.08,1.54,1.54,4.0
val,235,1,val/235.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.14,1.36,1.78,4.0
val,236,1,val/236.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.74,1.31,1.43,4.0
val,237,1,val/237.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.7,1.26,1.44,4.0
val,238,1,val/238.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.8,1.37,1.43,4.0
val,239,1,val/239.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.96,1.34,1.62,4.0
val,240,1,val/240.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.04,1.44,1.6,4.0
val,241,1,val/241.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.0999999999999996,1.43,1.67,4.0
val,242,1,val/242.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.0300000000000002,1.47,1.56,4.0
val,243,1,val/243.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.1799999999999997,1.48,1.7,4.0
val,244,1,val/244.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.21,1.62,1.59,4.0
val,245,1,val/245.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.09,0.95,1.14,4.0
val,246,1,val/246.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.3099999999999996,1.64,1.67,4.0
val,247,1,val/247.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.24,0.74,1.5,4.0
val,248,1,val/248.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.44,0.92,1.52,4.0
val,249,1,val/249.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.19,1.66,1.53,4.0
val,250,1,val/250.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.85,1.28,1.57,4.0
val,251,1,val/251.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.16,0.98,1.18,4.0
val,252,1,val/252.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.88,1.64,1.24,4.0
val,253,1,val/253.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,1.78,1.22,0.56,4.0
val,254,1,val/254.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.58,1.58,1.0,4.0
val,255,1,val/255.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.49,1.24,1.25,4.0
val,256,1,val/256.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.63,1.25,1.38,4.0
val,257,1,val/257.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.6100000000000003,1.36,1.25,4.0
val,258,1,val/258.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.5,1.13,1.37,4.0
val,259,1,val/259.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.55,1.27,1.28,4.0
val,260,1,val/260.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.74,1.32,1.42,4.0
val,261,1,val/261.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.71,1.43,1.28,4.0
val,262,1,val/262.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.32,1.66,1.66,4.0
val,263,1,val/263.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.37,1.78,1.59,4.0
val,264,1,val/264.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.3499999999999996,1.71,1.64,4.0
val,265,1,val/265.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.3099999999999996,1.66,1.65,4.0
val,266,1,val/266.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.13,1.72,1.41,4.0
val,267,1,val/267.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.48,1.06,1.42,4.0
val,268,1,val/268.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.63,1.37,1.26,4.0
val,269,1,val/269.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.6,1.26,1.34,4.0
val,270,1,val/270.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.8200000000000003,1.59,1.23,4.0
val,271,1,val/271.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.8099999999999996,1.4,1.41,4.0
val,272,1,val/272.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.4000000000000004,1.3,1.1,4.0
val,273,1,val/273.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.66,1.25,1.41,4.0
val,274,1,val/274.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.55,0.99,1.56,4.0
val,275,1,val/275.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.63,1.1,1.53,4.0
val,276,1,val/276.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,2.7800000000000002,1.03,1.75,4.0
val,277,1,val/277.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_098_frspnc4ixcuq9pbz.wav,3.0199999999999996,1.39,1.63,4.0
val,278,1,val/278.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.9699999999999998,1.38,1.59,4.0
val,279,1,val/279.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.86,1.39,1.47,4.0
val,280,1,val/280.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,3.33,1.62,1.71,4.0
val,281,1,val/281.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.58,1.1,1.48,4.0
val,282,1,val/282.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.65,1.13,1.52,4.0
val,283,1,val/283.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,3.04,1.54,1.5,4.0
val,284,1,val/284.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.9299999999999997,1.47,1.46,4.0
val,285,1,val/285.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,3.02,1.57,1.45,4.0
val,286,1,val/286.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.59,1.6,0.99,4.0
val,287,1,val/287.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.74,1.4,1.34,4.0
val,288,1,val/288.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.7199999999999998,1.3,1.42,4.0
val,289,1,val/289.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,3.0300000000000002,1.45,1.58,4.0
val,290,1,val/290.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.9400000000000004,1.37,1.57,4.0
val,291,1,val/291.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.9000000000000004,1.28,1.62,4.0
val,292,1,val/292.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.87,1.3,1.57,4.0
val,293,1,val/293.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.98,1.22,1.76,4.0
val,294,1,val/294.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,3.09,1.35,1.74,4.0
val,295,1,val/295.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.26,0.98,1.28,4.0
val,296,1,val/296.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.8600000000000003,1.35,1.51,4.0
val,297,1,val/297.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.83,1.17,1.66,4.0
val,298,1,val/298.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.71,1.47,1.24,4.0
val,299,1,val/299.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.87,1.32,1.55,4.0
val,300,1,val/300.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.49,0.98,1.51,4.0
val,301,1,val/301.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.85,1.29,1.56,4.0
val,302,1,val/302.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,3.09,1.51,1.58,4.0
val,303,1,val/303.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.98,1.48,1.5,4.0
val,304,1,val/304.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.59,1.2,1.39,4.0
val,305,1,val/305.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.95,1.61,1.34,4.0
val,306,1,val/306.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.3499999999999996,0.96,1.39,4.0
val,307,1,val/307.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.48,1.25,1.23,4.0
val,308,1,val/308.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.91,1.59,1.32,4.0
val,309,1,val/309.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.65,1.21,1.44,4.0
val,310,1,val/310.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.54,1.31,1.23,4.0
val,311,1,val/311.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,2.71,1.31,1.4,4.0
val,312,1,val/312.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,3.0700000000000003,1.62,1.45,4.0
val,313,1,val/313.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_105_4r0tic1kpymq5vvc.wav,3.01,1.59,1.42,4.0
val,314,1,val/314.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.55,1.41,1.14,4.0
val,315,1,val/315.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.88,1.55,1.33,4.0
val,316,1,val/316.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.5,1.25,1.25,4.0
val,317,1,val/317.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.5700000000000003,1.46,1.11,4.0
val,318,1,val/318.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.8200000000000003,1.35,1.47,4.0
val,319,1,val/319.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.3,1.07,1.23,4.0
val,320,1,val/320.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.48,1.43,1.05,4.0
val,321,1,val/321.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.86,1.2,1.66,4.0
val,322,1,val/322.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.69,1.5,1.19,4.0
val,323,1,val/323.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.56,1.31,1.25,4.0
val,324,1,val/324.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,1.73,0.75,0.98,4.0
val,325,1,val/325.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.29,1.21,1.08,4.0
val,326,1,val/326.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.62,1.27,1.35,4.0
val,327,1,val/327.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.13,1.39,0.74,4.0
val,328,1,val/328.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.9400000000000004,1.35,1.59,4.0
val,329,1,val/329.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.7800000000000002,1.3,1.48,4.0
val,330,1,val/330.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.7,1.3,1.4,4.0
val,331,1,val/331.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.4000000000000004,1.09,1.31,4.0
val,332,1,val/332.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.91,1.5,1.41,4.0
val,333,1,val/333.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,3.07,1.67,1.4,4.0
val,334,1,val/334.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.82,1.4,1.42,4.0
val,335,1,val/335.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.54,1.26,1.28,4.0
val,336,1,val/336.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,3.1500000000000004,1.6,1.55,4.0
val,337,1,val/337.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.33,1.41,0.92,4.0
val,338,1,val/338.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.96,1.63,1.33,4.0
val,339,1,val/339.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.98,1.6,1.38,4.0
val,340,1,val/340.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.88,1.39,1.49,4.0
val,341,1,val/341.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.45,1.3,1.15,4.0
val,342,1,val/342.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.5,1.08,1.42,4.0
val,343,1,val/343.wav,datasets/audio_package_500/original_switch/hindi_english_train/orig_hindi_120_n4acc4gnqw0im1ww.wav,2.41,1.1,1.31,4.0
